,content,sentiment
25777,About to dye my hair and do my nails,enthusiasm
30538,@BruceOCz Thanks for the advice! Went to the doctor's and slept a lot yesterday  Must be the meds.,worry
24166,@Falcon1991 Link !,neutral
12690,@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n),sadness
26182,"is on cloud 20 minus 11, razzle dazzle in amazement cuz he showed her heaven!",hate
7302,It looks as though I am sick little friends,worry
37439,"@bluecat7  i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels",enthusiasm
30328,@sueleeBAYbee audiotistic! sneak your little butt in,neutral
34668,"loves the new Mother's Day snl digital short, mother lover, oohhhh cornyness",love
8586,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines",sadness
5704,Another day in jury duty.,sadness
7420,@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S,worry
14047,"@RyanSeacrest that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!",worry
81,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,neutral
31893,@sharonhayes..where is the song?,neutral
19058,@showtime757 I wanna go,relief
38071,starting an account here on twitter,neutral
22773,"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha.",sadness
39510,@popstop yeahhhh!,neutral
35138,Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,love
35009,My goodness! I go single and shit goes crazy! Haha. Fuck this. I like being single too much. I do what I want...holla!,happiness
25613,"@BastetAsshur  trying tweetdeck, have seen, you are twittering with that programme, so I thought, I should give it a try",neutral
17207,I realllly miss my parents backyard and hammock. reallly bad.,sadness
34724,Checked if there's a new comment on friendster!,neutral
3423,@steamsmyclams @ADalrymple I'm not a big fan of Costa  I ended up going to EAT as they have one outside our office!,worry
36715,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",happiness
38761,learning to play guitar is one of the best things I have done out of boredom,fun
21786,Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times,neutral
34262,VAST concert tomarrow night!!!!,surprise
27820,thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml,worry
27573,@sln25373 it was Lies. and my fav song is not alone from room on the 3rd floor,sadness
8872,"Schools out, but works in",sadness
4907,@MissKarley How did we just get paid and still be broke as hell?! No shopping spree for me today,neutral
8497,@petewentz hey are you guys planning any So Cal headlining shows around the time of the Blink tour? We dont get you in Irvine,neutral
11857,"Not smoking sucks sucks FUCKING SUCKS, I want a cig",hate
20830,"@harisn Damn! Lights off, its presentation time.",empty
32103,@_Bella_Cullen13 @RosalieHCullen @Esme_Cullen26 @alicecullen01 @NeSsIe_Cullen10  These are my family girls  love u guys *smiles*,love
27444,@PurpleCoffee Oh sure . Thx,love
8126,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny,neutral
20637,@fadeout all you have to do is have your boyfriend say something for me so i can hear his accent.,neutral
16601,Has a head cold,sadness
4384,@moniqhar heeeeey! You abandoned me here on Twitter momma dots?,neutral
8310,Nothing like waking up slow in the morning. Docs appt today.,sadness
3419,@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,sadness
30345,@JanetRoper  Indeed. Maybe somebody needs a new cat.,surprise
32808,@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,surprise
1666,"@onmammaz ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",worry
16880,"I just broke a bottle, I should probably focus on work instead of thinking of more songgoeswrongs",sadness
35390,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",happiness
21370,@Lizzi_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?,worry
1831,"@andyclemmensen aww haha, i want one but can't get one coz u dun  have my number",worry
17294,"@darvin111 you don't even care about there, their, and they're.",worry
10358,Back at home and phone my grandma... I love her and miss her,sadness
38124,Hot ramen soup to end a longgg munching night,neutral
14433,@Jesusfreak1900 probably.  sucks for you.,sadness
20773,"In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm",worry
36136,Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel,happiness
16649,I want korean bbq so baddd but no one can come with me,sadness
18626,Just found out that Anne's brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...,worry
3824,nope no way in to stop  just have to put up wiv it,neutral
38137,@Alicat13 Looks like both to me Alison.,worry
19040,"@juicystar007 I can't get in, I'm in a waiting room",worry
11873,@jsaladino why you come down in sept? that's when i start school,neutral
17925,been in bed for two days with migraines,enthusiasm
10272,Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,worry
21124,got the twilight board game today  good old ebay..,empty
27607,@imjustcreative com'on dude always think that things can get worst,sadness
13220,Madly in love with The Row..wishing i had money,sadness
1277,just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sadness
13675,"Fuck, I cut my finger!",surprise
28011,@KatieKrafka oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world,enthusiasm
9337,@SheBangz damn  lol....where u headed to?,surprise
27720,"@dannywood lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",fun
31778,"@TheRealJordin so wednesday my mom is making a huge special dinner &amp; whatnot to celebrate the new single, just so ya knoww",surprise
27876,Goooooooood Mornin Tweeps! It's going to be an Awesome Monday - I can already tell... not even 8am and my inbox is clean,surprise
27400,@VickiElam Better then her getting mad and using the floor,neutral
1422,I would of won that contest if I weren't to have chickened out,neutral
33334,yay mothers day  i love mi madre,love
34086,"@WookieStyle Thanks, Wookie-man.  I test stuff out on you. lol",neutral
29360,i'm causing trouble with my partner in crime.,sadness
29616,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,relief
29596,@laexis and the habitat is twitter-active. Neat,surprise
38968,Good morning to the world. Hope everyone is ok,happiness
16688,i wish it was summer,love
20008,And I just love every little thing about you...,love
10705,internet on trains is 100% awful!!!,worry
27571,Little one's cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!,happiness
25067,i don't know the guys on radio disney have so much energy. i wouldn't be able to do it  &lt;3,love
19550,"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",happiness
17930,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,worry
33136,"Happy Mother's Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",love
35670,N now the end to another wise great nite! Excuse me while I dream a little dream,happiness
12316,@Vivienne89 i noo  i went to the zoo instead lol!! ru goin out 2night??? xx,fun
6043,Michael Porter is haunting me again. Ugh. The five forces. But I don't remember the other 9 strategies for competitive advantage.,worry
27874,psyching myself up for the next few days...oh my.,neutral
17042,aw how to lose a guy in ten days  &lt;3,sadness
8796,@LolliroyAngel yep im very jelous too  id love to be in miley position haha x,love
3,wants to hang out with friends SOON!,enthusiasm
39409,@Bettyispretty yes please,neutral
31525,@oreoking awe thanks,love
37156,"@Tyrese4ReaL thanks, I deserve it.",love
34021,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,happiness
17282,Dann and I are in Vegas. We misconnected and our next flight is at 4:45 to Midway. Tonight I will be in a hotel w/o undies,sadness
2576,i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,sadness
22397,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,neutral
36491,@Claire_Cordon LOL that split second of peace is truly amazing,love
27521,"Does 'Real Detroit Weekly' not have a website.....Oh the horror, the horror",worry
21252,"@squeakmouse73 praying to be humble is always dangerous, He will answer you  (God gives grace ...)",relief
30487,I'm with Alissa,neutral
38728,Singing along to MyChem.,happiness
18304,Just got out of work,relief
33887,"@CynthiaY29 Nice info, I forwarded this to a needy friend of mine",neutral
23892,exam at 8.,neutral
28074,On an operations conference call with the great peeps @campusadvantage team. Y'all make Mondays a bit easier to handle.,happiness
17528,"this hole twitter thing is new too me, its not letting me change my picture so your stuvk with the wee stpid thing for now",worry
1816,@amyypee LOL i know! i only get to read it sometimes though cos my dad always chucks it out before he gets home,fun
14492,"@LaurenHaleStorm yeah, we're on our way home",neutral
32729,My sister graduated today  it was amazing and super emotional. Wow ...,worry
27189,Even numbers again,neutral
16320,@summersunrays Bryan hasn't replied about wingnuts,neutral
15293,"@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry.",sadness
30014,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh",love
5222,Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck,empty
19519,@PheenX crud is all I can say,neutral
14524,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,surprise
18650,"super frustrated, and taking it out on the one's I love!   I love you, Paul!",relief
7867,Now I have a sunburn,worry
20202,Fancy is a 187 hun got u doin things u aint never done,worry
29932,@savagetaylor next year will be sweeet,fun
31584,@Metqueen sounds awesome..,happiness
32958,@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,worry
29853,planning for mothers day special for my beloved mother,love
8300,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.,happiness
26434,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what's the plan,neutral
23732,@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in',enthusiasm
6384,My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I'd ever been to!,worry
25282,Good morning! It's going to be a kick-butt day!,happiness
18834,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,neutral
6211,@chriss_yst so u are very burnt  sorry back or front burnt?,worry
33101,Sunday my last day at apple but I won't be in. Come kick it with me at El FAROLITO 4817 mission street @ 730pm,fun
15519,@kiyoshimartinez - 05/31 marks the end of our roommate era. And you never made me empanadas again.,worry
11271,@K8lyn333 twitter tends to do that to us,neutral
3771,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,happiness
30510,McDonalds in the car.  http://tinyurl.com/onoger,happiness
15796,@xirclebox Problem is I have to get it done this weekend one way or another.,worry
37604,@eddai  Then Google Vs. Twitter . Mother's Day Vs. Mothers Day . . Mother's Day - web1.0 type. Mothers Day is Social Media -web2.0,neutral
5091,@lindseylu My club card and picture and I just cured world hunger! And made of gold! This thing is awesome! Too bad you don't have yours.,worry
28459,@Jonasbrothers i can't wait! its most definately going to be amazing.  &lt;3 michelle,happiness
26518,Drinking coffee....MMMMM.....coffee,neutral
4318,Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,happiness
1757,@emcrxtna 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
38469,Orange vitamin water 10 is my new addiction  U should try it.,worry
14699,@ledoug actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral
18757,"Waiting for pizza after work. Damn, there goes my tips.",neutral
36857,"and she was all like &quot;dude. I care about you.&quot; and it made me smile  yea that teaches me not to drive on E, lol",fun
21028,"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha",fun
26700,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,happiness
34395,"@mastersunshine You're welcome, of course!",neutral
35621,@erniehalter yay Happy Mothers Day to me  Screw burnt breakfast in bed I'll take some E.  (erniehalter live &gt; http://ustre.am/2VkO),happiness
2451,trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,neutral
1396,Not excited of blowing out another candle today... [as when I was a kid!]   We gotta grow up soon or later...,worry
33841,ontd is our god,empty
6324,@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,sadness
11803,"Everytime i have a bruise, @marcuselzey can't stop hitting it on accident.",worry
12801,@mitchelmusso I want to call you but it would cost to much  But Maybe my parents will say okay =D,enthusiasm
5942,Off to Dollarama -- I wish I had a new job,surprise
28121,I right here...don't worry,surprise
24289,i am going to be disgraced with myself for life if i don't make it in next year. being a perfectionist sucks. good luckkkk,hate
28507,@hellojao hi Add me.  it's shannen,neutral
6143,@handlewithcare Awww mate. that's such a shitter,worry
29715,"@kristenhaulser yuppp. I was gonna get it up top but I didn't. I will soon, but I got 2nd holes instead",sadness
9960,@joeymcintyre  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!,worry
21202,"@missamanda yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy",happiness
34799,watching HGTV at 236am lol wtf must love me some home decor,love
2998,Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.,neutral
8007,Thinks its gonna rain,happiness
34160,@l3ree im glad you got on twitter. I love you baby,love
39215,My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks??,worry
12201,Doh! I was hoping to get a book for the missus but exclusive books are closed,worry
16794,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,sadness
28362,@ejhildreth  I like it!,surprise
3696,"@mrugeshkarnik oh, /me still hasn't got around to starting it",worry
18696,"@gawhatafeeling Ooooh, I'm jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",worry
8124,feel like shit.....and will continue to for as long as it takes,worry
23990,kicking back at home,worry
17682,feels very very sick  hmph.,worry
29645,I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,love
15815,got some new ducati puma high tops yea they are sweet. and yes i dont have a ducati,love
37329,@xxlaurenbeexx aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though xx,hate
10580,"@Katrinasummer Dude, I hear ya. I'll be 26 two weeks from tomorrow. I feel old.",sadness
5608,I'm nauseous  I need a yogurt or something..,worry
11296,"Rain finally arriving, drat. Guess this means we'll have to picnic in the living room instead of at WolfTrap tonite.",sadness
4622,"Science, History And maths.. its so nice outside",worry
34458,@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!,neutral
28444,@The_Gov hi gov!! How are you?,worry
33145,@rickyhorror but I don't want to hurt you,love
38625,so this my last week of school then finals yesss,happiness
10227,is all alone for the evening!,neutral
4548,@TheRealScarab and this is better 4 me than a snickers bar or hersheys w/almonds.... which i use to b addicted to b4. i miss them  LOL,sadness
7582,"@ireallydohate I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",worry
34867,super duber high! this klondike bar is thee business.,enthusiasm
20819,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'BEYONCE WEEKND' coming soon.",happiness
15419,@mandi_louise  bless ya... I know that feeling all too well!,love
20028,"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",worry
569,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?,worry
13703,"@3spur I work at Schneider Electric, but not much longer. They are sending our jobs to Mexico",worry
21538,@bill_archie Haha it's ok. Glad everything's good. Happy always! Woohoo!,love
10871,@trentvanegas Oh damn. That really sucks,hate
10123,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...,sadness
30623,@chanterene feel better my love i will bring u some soul food make u feel good,love
12587,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",sadness
16351,@mitchelmusso i cant call  im at work,neutral
23387,has britney spears  songs all over his Desktop now,neutral
30988,@perivision btw - downloaded iphone 3.0 sdk,relief
25961,http://www.mmemarko.schilderweb.nl/ for my homepage,love
32355,had a great night with friends,happiness
24807,life is so good. and it will much greater on Thursday at 5pm!,happiness
28593,My birthday is a week from today!,happiness
39171,@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,happiness
13256,"@Annnnnaaaaa lol, I've just realised that i've been sending messages that were meant to be to you, to a page that doesn't exist",worry
32315,@melbelle2805 I absolutely LOVE you.  Thanks,neutral
39262,We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,happiness
15689,@AvonteNikole  Meee tooooooo..... And its bad.. when I'm bored... I eat.. lol,fun
13334,"@xsaydax Boo, on both counts.",neutral
15785,I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.,sadness
8312,my teeshirt is faaar too small for me but i like it too much to stop wearing it,neutral
28807,@enjoymore Your cave? Does it have an espresso machine?,neutral
1399,Wants milk,sadness
37579,@Catboy_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!,happiness
4063,"@mlbliss   Let us know what happens, poor little guy.",worry
3192,The girl in the hair salon asked me &quot;Shall I trim your eyebrows!&quot; How old do I feel?,neutral
38459,Chillin on here,neutral
29830,@pleasurep i love that song,love
1539,roughnight,sadness
1641,almost 100 cases of swine in australia. hope may still decides to come visits me,neutral
19628,poor wavves. had a meltdown in barcelona. drummer walked out. shoes were thrown. hands in face.,worry
22203,@taylorswift13 Yay! What are your plans for today? I'm seeing you Wednesday and Thursday,neutral
27163,@Xx_Mcfly_xX ooh yay! let me just go accept her,love
25080,@backyardpoultry  Good morning to you too! Hope you have better weather today.,neutral
7772,@kakoivisto checked with the hubster and I think we'll pass -- feeling too lazy to caravan after running around with our friends.,worry
32888,@MyShellMeishel Icky bitches piss me off. I am sooo glad you arent an icky bitch!,neutral
9463,i'm pretty bored/tried. my mom is going to be home in an hour. @kassi911 is fixing to leave. aww...  she's going to texas for a month..,worry
28569,Holy Crap EMS stasher rain jacket you are my new best friend!,love
2169,3/4 through project car 1.,neutral
34728,watching miss cytheria,happiness
20241,"@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did",surprise
18622,@DJFREEZY ummm not with me?,neutral
37637,@DanWarp http://twitpic.com/4so0u - OOO i wish i was her  he's hot,relief
23852,#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...,enthusiasm
31001,Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,worry
7183,"@osbug I keep trying but no, I didn't win  Had the right answer though! Trick question!",worry
14237,LUCY IS HATING ON MY GWEG!,hate
30241,@Mazaroddi  hey hey hey b,neutral
6270,@TysonDueck Too bad.,sadness
9304,@Nica it was only announced in the last few days. Due to cancer I think,surprise
38148,@f_nadzirah thanks!,happiness
35360,@jtimberlake Very funny Thanks,fun
34626,"@MikeTattoos LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can't believe you called me out!",happiness
11412,"Sitting, wondering, &amp; wishing for a bunch of stuff that will never be",sadness
37823,"&quot;Thick as pig shit - went to Oxford&quot; - Helena's (Cantab) friend's description of me to her boyfriend, yesterday...",fun
19440,I really need to invest in an elliptical machine... Running with shin splints sucks!!,worry
32835,goodnight!!!,neutral
7390,"@fattonyrap I'm just a couple bus stops away from an LC, but I didn't realize that until about a month or so ago",surprise
18791,ToonTown is down,neutral
450,@rockingjude The link doesn't work,neutral
12240,Trying to sell my GM stock,fun
23951,@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk,relief
27700,@LadyonAcres when i have to make a decision like that i always choose Black.....,empty
17490,"Got fully denied tonight  sleep time now, lnd in morn!",surprise
7161,"@radinov BAH, you'be made me all hungry now",empty
37525,@djmoonlight Yay! I dont have one  lol All of my clothes go in draws... I dont have many and I need a place for my high heel shoes,neutral
32373,@jtimberlake TY sweetheart,love
16426,@shutterbutter @daveydollar ... Way to rub it in guys! Send everyone my love  wish I could be there,surprise
6566,"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home..",sadness
7524,"Another favorite local place bites the dust: Con Sabor Cubano, the place I go to for the most amazing Cuban sammiches, is closed",sadness
26602,@TiernanDouieb Oh gosh I hope so. How fun!,happiness
11409,i want to go to music tonight but i lost my voice.,worry
35040,Watching videos on youtube with the bf.  Thinking about going to bed soon.,fun
36282,"last leg of my travels today. totally exhausted, but thank goodness &quot;Ed&quot; is keeping me company",relief
23768,"unhooking my pt's, then home to SLEEP! SLEEP IS GOOD",love
8616,@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,hate
37753,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ,happiness
27818,@lollipop26 love watching your yt videos and am really looking forward to seeing the collection vid,love
10801,"Grilled again for dinner last night for the senior's final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!",neutral
14578,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad,sadness
26381,My goodbey pressents  http://mobypicture.com/?uqi0h2,neutral
24246,@MerCuriosJewels Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.,sadness
38411,@VRadio if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,neutral
13172,I wish I could be AT work as opposed to being wit the kids cuz it's the hardest job eva,neutral
13440,"@fishcraik Yes, its a common thing. Don't you remember? I promised you and Nic i wouldn't stress online  Clearly not kept",neutral
38086,looks like yet another beautiful day in London,happiness
16163,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm,hate
18900,http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,surprise
31844,Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,neutral
1611,"Season 1 of Lie To Me was serious. Damn, now here comes the wait.",sadness
23223,@suziperry Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,relief
11612,"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey",neutral
9966,I really want a milkshake. I have no money.,worry
11151,I have SUCH a headache right now. I really need to get better!,worry
28512,@mariannemarlow It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look,enthusiasm
22271,@taylorswift13 you're in London?! Wow! I'm near there,surprise
812,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",sadness
27303,@Ms_SRod Shouldn't you know your National Holidays?,neutral
31840,Two words: hot pockets. Most delcious food ever created,love
3191,@Kellyke28 You poor thing  Hang in there. -xxx- luf joe,love
11445,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,hate
11020,Playing some games before I leave for work   Work til at least 11PM tonight.,worry
29742,Home from a day of pampering with mom &amp; dinner with family. Am currently snuggied up on the couch with a glass of wine &amp; a new book. Ahhh,love
1748,i lost my voice . what should i do ? it's very torture,sadness
4447,"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.",happiness
9260,@yukihoang i had a dream that u didn't like me,worry
3171,ucler!!! I got 2 big ones in my mouth,surprise
433,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,worry
10703,can't find any good version of 100 Monkeys song    ++ still doesn't get how to send message things on twitter.,worry
17058,@mitchelmusso PLEASE LET ME TALK TO YOU!,neutral
30449,Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!,happiness
23032,"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",happiness
17589,At the orthodontisssttt,worry
22570,"@tommcfly awh Tom, thats really cute. i love you guys for that really, 'cause you care about fans  x",love
35071,"@DonniesGirl69  Yes,... I blame you all",sadness
6665,What a dreary day in LA. Where did all our sunshine go?,surprise
37219,@Jacket_Slut I'm leaving at half 10  but I have to get ready and things,neutral
35931,Morning People!  Just woke up now!,enthusiasm
16566,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,neutral
23553,"@atbandre nice wedding ring, shiny!",happiness
6514,"I wouldn't mind some sunshine and a walk. Where are you, summer??",sadness
23573,but I am one in a million,worry
5934,Emoticons by Christian. &quot;  &quot; http://twitpic.com/66riq,neutral
17381,"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay&lt;3 tomorrow meet my bbff",love
11610,@Polymath7 hey I didn't get the email yet,surprise
31894,@angienewton You mean set up to start using? just jump in! Use the # sign with whatever word you want to use,fun
15692,"@elephantparty Ha! Thanks Bryan! And don't remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",sadness
25116,@erguncaner Thanks for the morning laugh. You are just too funny,love
21009,thanks for the raspberry-Laced Vanilla Cake,happiness
39730,"@ashsimpsonwentz http://twitpic.com/2uzx4 - haha, his heads bigger than yours! awwwh, lol",fun
35525,@marjamma What's your doggieï¿½s name? so cute... Same breed as the Obamaï¿½s,love
38688,@mellalicious fey slays it in #30rock but title of that film sounds bad  #Inbruges is a funny indie little euro city hitman gone bad tale!,worry
35615,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",happiness
33247,@iampritty lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,neutral
35618,Oh that just made my evening.  I forgot Merlin was on tonight!  But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.,happiness
28780,@buildstrong we found a ride,neutral
26669,watching live feed of Killer 5 set. Pretty neat,neutral
9331,@avweije76 yep  but I'm going better now,neutral
1830,thinks Coast Capital sent her work number to telemarketers,neutral
24561,@Tittch that's crazy why would anyone not follow you? Your tweets are so much fun,love
28873,@babycakes1966 i agree,neutral
15903,@enthropologie It didn't rain.  Lightly misted though.,relief
0,@tiffanylue i know  i was listenin to bad habit earlier and i started freakin at his part =[,empty
23928,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",neutral
3525,@DonnieWahlberg and now I have to shut computer down and get ready to go home from work....what a bummer.,empty
26202,@AMG22 You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!,enthusiasm
24347,"@MMM even if I was drunk, I'd think about using a fake/temporary mail address",neutral
21560,"@Zanna85 Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!",surprise
26275,"@AntiDepressiva I get motivated by the fact that I know I'll wake up and be more productive if I go, then if I sleep in, just me though",sadness
29342,At the fashion show supporting my allison,love
38690,@elijahr26 Hey thanks for following  Love the name Elijah thats what im going to name my Son,love
25030,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,happiness
15621,@robcv chale... a ver define &quot;out&quot;,neutral
1330,"@overlordtrainee Sigh. It is a sad, lonely profession.",worry
36481,had fun at her b-day celebration.,happiness
39394,"@BryonyCatrin hey hey, some else has twitter!",happiness
5539,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....,happiness
10732,@Freebies4Mom will they have your video available online?  I have been gone all morning and missed it   after waiting so long 4 it,sadness
2777,missed out on westcott micro apollo too,sadness
15979,hoping it will rain again because it's sooo warm,neutral
11778,@tommcfly apparently were not as good as the Brazillians tho',worry
10006,"@irishgirl Right; however, you neglect to mention that younger women are &quot;gold diggers&quot; or &quot;trophies.&quot; Isn't patriarchy grand?",surprise
25155,"@fredwilson I've heard of disgruntled investors, but calling you a &quot;hoe&quot;? That seems totally out of line",surprise
3848,@msalonen I can't get it to load.  And I wanted everyone to see my &quot;Bette Davis Eyes&quot; remix video today. boooooo,sadness
27851,@LostinSweden too bad I don't drink  But Kentucky is cool tho.All my friends lived in Cincy and I was driving across existance every wknd.,boredom
7065,@marginatasnaily the wives aunts 40th,surprise
38737,"Hanging out at cousin's house, getting a manicure and pedicure.  Then off for some beauty sleep...",fun
35178,"@BrisbaneGirl I like tweetie better, that is what I use all the time",relief
24910,@Alyssa_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,happiness
36436,@rebeccao372 Thats ok  Yeah I had a good night thanks. Glad you did too. Hope you enjoy your BBQ,happiness
